city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
Orca Quest Cruise,"Explore the world of Alaska's orca whales on the only orca-focused cruise in Seward! Cruise Resurrection Bay and Kenai Fjords National Park in search of orca whales, distinguishable by their prominent dorsal fins and fascinating social behavior. Rather than following a set cruise route, our Captains take you to places where orcas have recently been seen, giving you a unique cruising experience every day. Learn about these whales from our local Captains and naturalist crew members. Hear the orca's haunting calls through our onboard hydrophone.",[],"['Educational narration by an experienced captain', 'Use of binoculars while onboard', 'Restroom on board', 'All taxes and fees included in price', 'Water, coffee, and tea']",['Alcoholic drinks (available to purchase)'],[],"['What guests loved mostSee all reviewsMMadison_LThe staff was wonderful and the captain was very knowledgeable! We saw multiple orca as well as sea lions, sea otters, and a humpback whale.\xa0Posted 07 June 2023 on ViatorMMonica_SIn 4 hrs saw lots of wildlife… a dozen orcas,  mountain goats, sea lions and many birds. Well worth the time and money \xa0Posted 02 June 2023 on ViatorMMelanie_BMake sure to bring hats and gloves and wear warm boots. It was a great trip and we saw lots of sea life. \xa0Posted 01 June 2023 on ViatorJJuan_ZGreat tour, very knowledgeable crew, great attention and services. We saw many Orcas and other wildlife during the tour.\xa0Posted 27 May 2023 on ViatorKkate_aWe had a great trip where we saw a bunch of marine life but the captain said that wasn’t normal. The bay was beautiful!! \xa0Posted 20 May 2023 on Viator', 'What guests loved mostSee all reviews', 'MMadison_LThe staff was wonderful and the captain was very knowledgeable! We saw multiple orca as well as sea lions, sea otters, and a humpback whale.\xa0Posted 07 June 2023 on ViatorMMonica_SIn 4 hrs saw lots of wildlife… a dozen orcas,  mountain goats, sea lions and many birds. Well worth the time and money \xa0Posted 02 June 2023 on ViatorMMelanie_BMake sure to bring hats and gloves and wear warm boots. It was a great trip and we saw lots of sea life. \xa0Posted 01 June 2023 on ViatorJJuan_ZGreat tour, very knowledgeable crew, great attention and services. We saw many Orcas and other wildlife during the tour.\xa0Posted 27 May 2023 on ViatorKkate_aWe had a great trip where we saw a bunch of marine life but the captain said that wasn’t normal. The bay was beautiful!! \xa0Posted 20 May 2023 on Viator', 'MMadison_LThe staff was wonderful and the captain was very knowledgeable! We saw multiple orca as well as sea lions, sea otters, and a humpback whale.\xa0Posted 07 June 2023 on Viator', 'MMadison_LThe staff was wonderful and the captain was very knowledgeable! We saw multiple orca as well as sea lions, sea otters, and a humpback whale.\xa0Posted 07 June 2023 on Viator', 'M', 'M', 'M', 'Madison_L', 'Madison_L', 'Posted 07 June 2023 on Viator', 'MMonica_SIn 4 hrs saw lots of wildlife… a dozen orcas,  mountain goats, sea lions and many birds. Well worth the time and money \xa0Posted 02 June 2023 on Viator', 'MMonica_SIn 4 hrs saw lots of wildlife… a dozen orcas,  mountain goats, sea lions and many birds. Well worth the time and money \xa0Posted 02 June 2023 on Viator', 'M', 'M', 'M', 'Monica_S', 'Monica_S', 'Posted 02 June 2023 on Viator', 'MMelanie_BMake sure to bring hats and gloves and wear warm boots. It was a great trip and we saw lots of sea life. \xa0Posted 01 June 2023 on Viator', 'MMelanie_BMake sure to bring hats and gloves and wear warm boots. It was a great trip and we saw lots of sea life. \xa0Posted 01 June 2023 on Viator', 'M', 'M', 'M', 'Melanie_B', 'Melanie_B', 'Posted 01 June 2023 on Viator', 'JJuan_ZGreat tour, very knowledgeable crew, great attention and services. We saw many Orcas and other wildlife during the tour.\xa0Posted 27 May 2023 on Viator', 'JJuan_ZGreat tour, very knowledgeable crew, great attention and services. We saw many Orcas and other wildlife during the tour.\xa0Posted 27 May 2023 on Viator', 'J', 'J', 'J', 'Juan_Z', 'Juan_Z', 'Posted 27 May 2023 on Viator', 'Kkate_aWe had a great trip where we saw a bunch of marine life but the captain said that wasn’t normal. The bay was beautiful!! \xa0Posted 20 May 2023 on Viator', 'Kkate_aWe had a great trip where we saw a bunch of marine life but the captain said that wasn’t normal. The bay was beautiful!! \xa0Posted 20 May 2023 on Viator', 'K', 'K', 'K', 'kate_a', 'kate_a', 'Posted 20 May 2023 on Viator', '']","Departure point1412 4th Ave, 4th Ave 1412, Seward, 99664Departure Point: Major Marine Tours Check-In office at Harbor 360 Hotel
Address: 1412 4th Ave., Seward, AK 99664

If you are driving from Anchorage the morning of your cruise please allow 4 hours for the drive due to construction and traffic on the Seward Highway."
Resurrection Bay Cruise with Fox Island Visit,"On this five-hour cruise, you will glide along Resurrection Bay’s icy waters while taking in the views of snowcapped mountains, glaciers and cliffs. As you cruise into the Kenai Fjords National Park, your expert wildlife guide will help you look out for whales, sea lions and other native wildlife. You will also be able to see the Bear Glacier, one of the popular glaciers in Kenai Fjords National Park. Later, you will get an opportunity to step off the boat on Fox Island, stroll on the beach and savour lunch. You can round off the tour with some free time at a pebble beach, where you can bounce stones and enjoy the area’s natural beauty.",[],"['Lunch', 'Wildlife guide']","['Hotel pickup and drop-off', 'Additional food and drink', 'Gratuities']",['Suitable for all fitness levels'],"['Please arrive at least 60 minutes before the activity starts.', 'Please arrive at least 60 minutes before the activity starts.']","Departure pointKenai Fjords Tours, 4th Ave 1304, Seward, AK, 99664Complimentary parking is available in the tour provider's private lot with a free shuttle, starting 1 May. The parking lot is located just a few blocks north of the check-in centre behind the Marina Motel, located at 1603 Seward Highway."
Full-day Cruise to a National Park and Fox Island,"This 8.5-hour cruise will give you a chance to explore the scenic Fox Island along Resurrection Bay. You'll get to admire the beautiful seascapes and step off the boat to wander around the island and its beach. The tour will also take you to the Kenai Fjords National Park – a glacial wonderland with rugged cliffs and majestic wildlife – as well as the Alaska Maritime National Wildlife Refuge that is home to whales, sea lions and more. You can enjoy your lunch on board the boat and tuck into your dinner with crab cakes, salads and rolls at a dining lodge on Fox Island.",[],"['Wildlife guide on board', 'Lunch', 'Buffet dinner', '8.5 hour sightseeing cruise']","['Tips', 'Additional food and drinks, unless specified']",['Suitable for all fitness levels'],"['Please arrive at least 60 minutes before the activity starts.', 'Please arrive at least 60 minutes before the activity starts.']","Departure pointKenai Fjords Tours, 4th Ave 1304, Seward, AK, 99664Cruises depart from the Kenai Fjords Tours office.

Free parking is available in the tour provider's private lot with a free shuttle service, starting from 1 May. The parking lot is located a few blocks north of the check-in centre behind the Marina Motel, located at 1603 Seward Highway."
Snowmobile and Snowshoe Dual Adventure in Kenai Fjords NP,"An iconic full-day Alaskan snowmobile and snowshoe tour that ventures into Kenai Fjords National Park. In the backcountry is where memories are made… Whether it’s the exhilarating rush as you come up speed on our late-model snowmobiles, the fresh mountain air that fills your lungs, or the sense of wonder gazing up at the towering Exit Glacier. With a friendly, local guide and six hours to immerse yourself in unrivaled natural beauty, you’ll smell the fresh mountain air, feel the breeze on your face from a towering icefield, and have plenty of time to slow down and soak it all in…",[],"['Sanitized helmet and goggles', 'Well maintained, late model machines', 'Snowshoes and trekking poles', 'Winter outerwear - insulated coveralls, gloves, and winter boots', 'Professional Guide', 'Lunch - hot soup, fresh bread, and cookies', 'Hot drinks (tea, coffee, cocoa, apple cider)']",['Gratuities for your guide'],[],[],"Departure pointKenai Backcountry Adventures, # A, Seward Hwy 11724, Seward, 99664You will see the company logo outside of our office located in Suite A"
Alaskan Fjord Boat Tour,"On this full-day tour, you will discover the untouched beauty of Kenai Fjords National Park.  You’ll cruise deep into the rugged fjords, where you’ll see verdant forests, blue waters and mountains rising majestically from the sea. As you venture farther into the park, you might see tidewater and alpine glaciers. If you’re lucky, you could catch a glimpse of a whale, bear, mountain goat and other wildlife that call this park home.","['A visit to pristine Alaskan fjords', 'Chance to see tidewater glaciers', 'Opportunity to spot Alaskan wildlife']","['Guide services', 'Lunch']","['Tips', 'Hotel pickup and drop-off', 'Personal expenses']","['Transport is wheelchair accessible', 'Wheelchair accessible', 'Service animals welcome', 'Public transport links nearby', ""Infants must sit on an adult's lap""]","['Suitable for all fitness levels', 'Suitable for all fitness levels']","Departure pointKenai Fjords Tours, 4th Ave 1304, Seward, AK, 99664This tour departs from the Seward Boat Harbor in Seward, Alaska. On the day of your tour, check in at the Kenai Fjords Tours office near the harbour."
Wilderness Hiking Experience,"On this leisurely hike, you’ll explore the wonders of the Alaskan wilds with an expert guide. You’ll follow a trail tailored to the abilities of your group, with each path showcasing the beauty of the diverse landscape. When you reach above the treeline, you’ll have incredible views over the Harding Icefield, glaciers, Resurrection Bay, expansive lakes and the forests of Kenai Fjords National Park. While you’re hiking, your guide will teach you about the history of the area and its wildlife which includes bears, moose, lynx and sea life. You’ll stop in a scenic spot for a picnic-style lunch and have an opportunity to ask your guide questions.",[],"['Transportation from Seward', 'Hotel pickup and drop-off', 'Wilderness guide services', 'Lunch (deli wraps, granola bar and a fruit)']",,"['Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.']",Pick-up pointSeward City
Seward & Kenai Fjords National Park Tour,"On this guided tour, you’ll discover popular destinations in the city of Seward. You’ll go on a Seavey Family's Wilderness Dog tour to see a sledge ride and also get to meet dogs that have won the Iditarod Race. Then you’ll head to Bear Creek to see salmon swimming upstream to Bear lake. You’ll continue to Kenai Fjords National Park on a guided walk on the Overlook Trail, reaching the Exit Glacier and Mile 0 of the Iditarod Trail. Then you’ll visit a speciality restaurant where you’ll be served a full lunch menu with a selection of 13 lunch items that also include certain dietary restrictions. Finally, you’ll drive around Seward city to spot some wildlife across the mountainside and look out for some more local highlights.",[],"['Lunch (with 13 options)', 'Dog sledge ride tour', 'Guide services']","['Alcoholic drinks', 'Tips', 'Souvenir photos']",['Suitable for all fitness levels'],"['Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.', 'Please arrive at least 20 minutes before the activity starts.', 'Please arrive at least 20 minutes before the activity starts.']","Departure point12820 Old Exit Glacier Rd, Seward, AK, 99664"
Self-guided Audio Walking Tour,"This audio tour will give you the chance to plan your start and finish time and explore the city safely at your own pace. Led by the guide, you’ll walk past a variety of top city landmarks and be able to listen to commentary along the way.  Sights you’ll see include the Iditarod Trail, a 1,600 km historic and contemporary trail system established by Alaskan native peoples. The tour will also take you to notable landmarks such as the Alaska SeaLife Centre, Seward Museum, Old Alaska Railway Depot and the Institute of History and Art.",[],"['Self-guided audio tour', 'Downloadable audio files and map']","['Audio device', 'Food and drinks', 'Transportation', 'Headphones', 'Admission to attractions']","['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Requires a moderate level of physical fitness']","['Comfortable footwear is recommended.', 'Comfortable footwear is recommended.']","Departure pointRailway Ave 301, Seward, AK, 99664Please note that this is an audio tour. A physical guide will not accompany you. You can start the tour at a time and place to suit your needs.

The starting point is a recommendation; each of the points on the audio tour can be completed at your leisure."
Full-Day Kenai Fjords National Park Northwestern Cruise,"Travel to remote areas in Kenai Fjords National Park on this full-day adventure cruise. Ideal for photographers, birders, and whale-watching enthusiasts, this 8.5 hour cruise explores the untouched area of Northwestern Fjord in Kenai Fjords National Park. This cruise travels with a smaller group for a more intimate cruising experience, providing the best opportunity for up-close views of wildlife and glaciers. A full day on the water allows the captain plenty of time to seek out the best wildlife viewing opportunities in the area, home to humpback whales, orca whales, Steller sea lions, harbor seals, sea otters, and many types of seabirds. You will spend time in front of the impressive Northwestern Glacier, an actively-calving tidewater glacier. A deli lunch is included.",[],"['Use of binoculars on board', 'Narration by knowledgeable, experienced Captain', 'Restroom on board', 'Sandwich options are turkey, roast beef, or vegetarian.', 'All taxes and fees included in price', 'Water, coffee, and tea']",['Alcoholic drinks (available to purchase)'],[],"['What guests loved mostSee all reviewsDDustan_HWildlife and beauty beyond description: whales, porpoise, seals, glacier experience.  Great boat and crew.\n\xa0Posted 23 August 2023 on ViatorAAmy_GWhales, glaciers calving, puffins, just a phenomenal experience. Our captain  and crew were so knowledgeable.\xa0Posted 22 June 2023 on ViatorPPatrcia_VBest crew ever, always looking for your tour to be perfect. Very nice tour, with plenty to see and beautiful experience\xa0Posted 16 August 2022 on ViatorMMaribeth_CLoved everything about this adventure but the most exciting was seeing the humpback whales and the glaciers\xa0Posted 04 August 2022 on ViatorKKeith_UUnexpected beauty and abundance of wildlife ! The captain of Arca Song was Amazing the crew was Great we absolutely loved our experience \xa0Posted 13 July 2022 on Viator', 'What guests loved mostSee all reviews', 'DDustan_HWildlife and beauty beyond description: whales, porpoise, seals, glacier experience.  Great boat and crew.\n\xa0Posted 23 August 2023 on ViatorAAmy_GWhales, glaciers calving, puffins, just a phenomenal experience. Our captain  and crew were so knowledgeable.\xa0Posted 22 June 2023 on ViatorPPatrcia_VBest crew ever, always looking for your tour to be perfect. Very nice tour, with plenty to see and beautiful experience\xa0Posted 16 August 2022 on ViatorMMaribeth_CLoved everything about this adventure but the most exciting was seeing the humpback whales and the glaciers\xa0Posted 04 August 2022 on ViatorKKeith_UUnexpected beauty and abundance of wildlife ! The captain of Arca Song was Amazing the crew was Great we absolutely loved our experience \xa0Posted 13 July 2022 on Viator', 'DDustan_HWildlife and beauty beyond description: whales, porpoise, seals, glacier experience.  Great boat and crew.\n\xa0Posted 23 August 2023 on Viator', 'DDustan_HWildlife and beauty beyond description: whales, porpoise, seals, glacier experience.  Great boat and crew.\n\xa0Posted 23 August 2023 on Viator', 'D', 'D', 'D', 'Dustan_H', 'Dustan_H', 'Posted 23 August 2023 on Viator', 'AAmy_GWhales, glaciers calving, puffins, just a phenomenal experience. Our captain  and crew were so knowledgeable.\xa0Posted 22 June 2023 on Viator', 'AAmy_GWhales, glaciers calving, puffins, just a phenomenal experience. Our captain  and crew were so knowledgeable.\xa0Posted 22 June 2023 on Viator', 'A', 'A', 'A', 'Amy_G', 'Amy_G', 'Posted 22 June 2023 on Viator', 'PPatrcia_VBest crew ever, always looking for your tour to be perfect. Very nice tour, with plenty to see and beautiful experience\xa0Posted 16 August 2022 on Viator', 'PPatrcia_VBest crew ever, always looking for your tour to be perfect. Very nice tour, with plenty to see and beautiful experience\xa0Posted 16 August 2022 on Viator', 'P', 'P', 'P', 'Patrcia_V', 'Patrcia_V', 'Posted 16 August 2022 on Viator', 'MMaribeth_CLoved everything about this adventure but the most exciting was seeing the humpback whales and the glaciers\xa0Posted 04 August 2022 on Viator', 'MMaribeth_CLoved everything about this adventure but the most exciting was seeing the humpback whales and the glaciers\xa0Posted 04 August 2022 on Viator', 'M', 'M', 'M', 'Maribeth_C', 'Maribeth_C', 'Posted 04 August 2022 on Viator', 'KKeith_UUnexpected beauty and abundance of wildlife ! The captain of Arca Song was Amazing the crew was Great we absolutely loved our experience \xa0Posted 13 July 2022 on Viator', 'KKeith_UUnexpected beauty and abundance of wildlife ! The captain of Arca Song was Amazing the crew was Great we absolutely loved our experience \xa0Posted 13 July 2022 on Viator', 'K', 'K', 'K', 'Keith_U', 'Keith_U', 'Posted 13 July 2022 on Viator', '']","Departure point1412 4th Ave, 4th Ave 1412, Seward, 99664Departure Point: Major Marine Tours check-in office at the Harbor 360 Hotel
Address: 1412 4th Ave.
Seward, AK 99664

If you are driving from Anchorage the morning of your cruise please allow 4 hours for the drive due to construction and traffic on the Seward Highway."
Full-Day Kenai Fjords National Park Cruise,"Explore the whales, wildlife, and glaciers of Kenai Fjords National Park on this thrilling 7.5 hour cruise. Enjoy the extra time on the water as you get up-close views of wildlife such as orca whales, humpback whales, sea otters, Steller sea lions, puffins, and more. Visit two active tidewater glaciers and watch for calving, where giant chunks of ice break off and crash into the water. Visit the Chiswell Islands or Cape Resurrection, home to Steller sea lion colonies and thousands of nesting seabirds. Onboard captain narration and complimentary deli lunch for all guests.",[],"['Reserved seating inside a heated cabin', 'Use of binoculars while on board', 'Restroom on board', 'Onboard Naturalist Narration', 'Sandwich options are turkey, roast beef, or vegetarian.', 'All taxes and fees included in price', 'Water, coffee, and tea']",['Alcoholic drinks (available to purchase)'],[],"['What guests loved mostSee all reviewsRRichard_WIncredible sea animals and glaciers. It checked all the boxes. The 7.5 hr tour gave time to find the whales, sea lions, sea otters and others. \xa0Posted 08 September 2023 on ViatorPPhil_BThe beautiful scenery and wildlife. Getting up close to glaciers was spectacular. Definitely feel like we got our money’s worth. \xa0Posted 05 September 2023 on ViatorJJonathan_CThe 7 hours was the best cruise ever we saw whales, seal, eagles, otters, puff birds and mountains goats.\xa0Posted 23 August 2023 on ViatorJJeanine_HThe glaciers were amazing on this trip!\nHighly recommend this trip to anyone. \n\nIt was a memorable day.\xa0Posted 17 August 2023 on ViatorCChad_RThe captain did an excellent job at spotting wildlife and (responsibly and respectfully) taking us to observe. \xa0Posted 27 July 2023 on Viator', 'What guests loved mostSee all reviews', 'RRichard_WIncredible sea animals and glaciers. It checked all the boxes. The 7.5 hr tour gave time to find the whales, sea lions, sea otters and others. \xa0Posted 08 September 2023 on ViatorPPhil_BThe beautiful scenery and wildlife. Getting up close to glaciers was spectacular. Definitely feel like we got our money’s worth. \xa0Posted 05 September 2023 on ViatorJJonathan_CThe 7 hours was the best cruise ever we saw whales, seal, eagles, otters, puff birds and mountains goats.\xa0Posted 23 August 2023 on ViatorJJeanine_HThe glaciers were amazing on this trip!\nHighly recommend this trip to anyone. \n\nIt was a memorable day.\xa0Posted 17 August 2023 on ViatorCChad_RThe captain did an excellent job at spotting wildlife and (responsibly and respectfully) taking us to observe. \xa0Posted 27 July 2023 on Viator', 'RRichard_WIncredible sea animals and glaciers. It checked all the boxes. The 7.5 hr tour gave time to find the whales, sea lions, sea otters and others. \xa0Posted 08 September 2023 on Viator', 'RRichard_WIncredible sea animals and glaciers. It checked all the boxes. The 7.5 hr tour gave time to find the whales, sea lions, sea otters and others. \xa0Posted 08 September 2023 on Viator', 'R', 'R', 'R', 'Richard_W', 'Richard_W', 'Posted 08 September 2023 on Viator', 'PPhil_BThe beautiful scenery and wildlife. Getting up close to glaciers was spectacular. Definitely feel like we got our money’s worth. \xa0Posted 05 September 2023 on Viator', 'PPhil_BThe beautiful scenery and wildlife. Getting up close to glaciers was spectacular. Definitely feel like we got our money’s worth. \xa0Posted 05 September 2023 on Viator', 'P', 'P', 'P', 'Phil_B', 'Phil_B', 'Posted 05 September 2023 on Viator', 'JJonathan_CThe 7 hours was the best cruise ever we saw whales, seal, eagles, otters, puff birds and mountains goats.\xa0Posted 23 August 2023 on Viator', 'JJonathan_CThe 7 hours was the best cruise ever we saw whales, seal, eagles, otters, puff birds and mountains goats.\xa0Posted 23 August 2023 on Viator', 'J', 'J', 'J', 'Jonathan_C', 'Jonathan_C', 'Posted 23 August 2023 on Viator', 'JJeanine_HThe glaciers were amazing on this trip!\nHighly recommend this trip to anyone. \n\nIt was a memorable day.\xa0Posted 17 August 2023 on Viator', 'JJeanine_HThe glaciers were amazing on this trip!\nHighly recommend this trip to anyone. \n\nIt was a memorable day.\xa0Posted 17 August 2023 on Viator', 'J', 'J', 'J', 'Jeanine_H', 'Jeanine_H', 'Posted 17 August 2023 on Viator', 'CChad_RThe captain did an excellent job at spotting wildlife and (responsibly and respectfully) taking us to observe. \xa0Posted 27 July 2023 on Viator', 'CChad_RThe captain did an excellent job at spotting wildlife and (responsibly and respectfully) taking us to observe. \xa0Posted 27 July 2023 on Viator', 'C', 'C', 'C', 'Chad_R', 'Chad_R', 'Posted 27 July 2023 on Viator', '']","Departure point1412 4th Ave, 4th Ave 1412, Seward, 99664Departure Point: Harbor 360 Hotel
Address: 1412 4th Ave
Seward, Alaska 99664

If you are driving from Anchorage the morning of your cruise please allow 4 hours for the drive due to construction and traffic on the Seward Highway."
"Rafting Adventure on Resurrection River from Seward, Alaska","The Best Way to Discover Seward’s Hidden Wilderness... On the water is where memories are made… Whether it’s the exhilarating rush as you come up to a spirited rapid, the fresh mountain air that fills your lungs, or the sense of wonder gazing up at the towering mountains all around you. With a friendly, local guide and four hours to immerse yourself in unrivaled natural beauty, you’ll smell the earthy evergreens of our boreal rainforests, feel the mist on your face from the glacial river, and have plenty of time to soak it all in…",[],"['Dry bag for personal items', 'Professional Rafting Guide', 'Hotel pick-up and drop-off', 'Courtesy round-trip ground transportation from Seward', 'Rafting gear, paddle, PFD, rubber boots']",['Gratuities for your guide'],[],[],"Departure point11724 Seward Hwy, Seward Hwy 11724, Seward, 99664Kenai Backckountry Adventures 
11724 Seward Highway, Suite A. 
Seward, AK 99664"
Exit Glacier Ice Hiking Adventure from Seward,"In the wilderness is where memories are made… Whether it’s the exhilarating rush as you look over the edge of a bottomless crevasse, the fresh mountain air that fills your lungs, or the sense of wonder gazing across the glaciated landscape. With a friendly, local guide and eight hours to immerse yourself in unrivaled natural beauty, you’ll smell the earthy alder of our boreal forests, feel the cool breeze on your face from the Harding Icefield, and have plenty of time to slow down to soak it all in…",[],"['Deli lunch - turkey wrap, granola bar, piece of fruit', 'Glacier hiking equipment - small backpack, helmet, harness, crampons, trekking poles.', 'Courtesy round-trip ground transportation from Seward to Kenai Fjords NP', 'Professional Glacier Guides', 'Hotel pick-up and drop-off']","['Gratuities for guides', 'Rain Gear']",[],"['What guests loved mostSee all reviewsDDominika_ZWe really enjoyed ourselves, beautiful view and remarkable experience. Just remember it is demanding adventure!\xa0Posted 27 October 2023 on ViatorPPeter_FOur guide Brandon was outstanding!! Truly passionate about his love of the glacier and shared his knowledge with us.  \xa0Posted 05 August 2022 on ViatorSSonya_KBeautiful hike up to the glacier!  Our guides were fabulous!  Very knowledgeable, friendly and skilled!  Definitely would recommend this company.  \xa0Posted 29 July 2022 on ViatorSSimon_AThe guides were great. Very patient and hugely informative. The time out on the Glacier was surreal and gives you a whole new appreciation of nature.\xa0Posted 09 August 2021 on ViatorAAlexandra_MCaleb and Emma were great guides! They were so personable. It was a fun adventure. Definitely worth doing! \xa0Posted 28 June 2021 on Viator', 'What guests loved mostSee all reviews', 'DDominika_ZWe really enjoyed ourselves, beautiful view and remarkable experience. Just remember it is demanding adventure!\xa0Posted 27 October 2023 on ViatorPPeter_FOur guide Brandon was outstanding!! Truly passionate about his love of the glacier and shared his knowledge with us.  \xa0Posted 05 August 2022 on ViatorSSonya_KBeautiful hike up to the glacier!  Our guides were fabulous!  Very knowledgeable, friendly and skilled!  Definitely would recommend this company.  \xa0Posted 29 July 2022 on ViatorSSimon_AThe guides were great. Very patient and hugely informative. The time out on the Glacier was surreal and gives you a whole new appreciation of nature.\xa0Posted 09 August 2021 on ViatorAAlexandra_MCaleb and Emma were great guides! They were so personable. It was a fun adventure. Definitely worth doing! \xa0Posted 28 June 2021 on Viator', 'DDominika_ZWe really enjoyed ourselves, beautiful view and remarkable experience. Just remember it is demanding adventure!\xa0Posted 27 October 2023 on Viator', 'DDominika_ZWe really enjoyed ourselves, beautiful view and remarkable experience. Just remember it is demanding adventure!\xa0Posted 27 October 2023 on Viator', 'D', 'D', 'D', 'Dominika_Z', 'Dominika_Z', 'Posted 27 October 2023 on Viator', 'PPeter_FOur guide Brandon was outstanding!! Truly passionate about his love of the glacier and shared his knowledge with us.  \xa0Posted 05 August 2022 on Viator', 'PPeter_FOur guide Brandon was outstanding!! Truly passionate about his love of the glacier and shared his knowledge with us.  \xa0Posted 05 August 2022 on Viator', 'P', 'P', 'P', 'Peter_F', 'Peter_F', 'Posted 05 August 2022 on Viator', 'SSonya_KBeautiful hike up to the glacier!  Our guides were fabulous!  Very knowledgeable, friendly and skilled!  Definitely would recommend this company.  \xa0Posted 29 July 2022 on Viator', 'SSonya_KBeautiful hike up to the glacier!  Our guides were fabulous!  Very knowledgeable, friendly and skilled!  Definitely would recommend this company.  \xa0Posted 29 July 2022 on Viator', 'S', 'S', 'S', 'Sonya_K', 'Sonya_K', 'Posted 29 July 2022 on Viator', 'SSimon_AThe guides were great. Very patient and hugely informative. The time out on the Glacier was surreal and gives you a whole new appreciation of nature.\xa0Posted 09 August 2021 on Viator', 'SSimon_AThe guides were great. Very patient and hugely informative. The time out on the Glacier was surreal and gives you a whole new appreciation of nature.\xa0Posted 09 August 2021 on Viator', 'S', 'S', 'S', 'Simon_A', 'Simon_A', 'Posted 09 August 2021 on Viator', 'AAlexandra_MCaleb and Emma were great guides! They were so personable. It was a fun adventure. Definitely worth doing! \xa0Posted 28 June 2021 on Viator', 'AAlexandra_MCaleb and Emma were great guides! They were so personable. It was a fun adventure. Definitely worth doing! \xa0Posted 28 June 2021 on Viator', 'A', 'A', 'A', 'Alexandra_M', 'Alexandra_M', 'Posted 28 June 2021 on Viator', '']","Departure pointKenai Backcountry Adventures, # A, Seward Hwy 11724, Seward, 99664Kenai Backcountry Adventures office
11724 Seward Hwy, Suite A, Seward, AK 99664

If you have your own transportation, please meet us at our office. We will transport you to the National Park where your tour begins, or you're welcome to follow us in your own vehicle."
Four-Hour Seward Spring Cruise,"On this four-hour spring wildlife cruise, you’ll cruise along Resurrection Bay to watch gray whales on their annual migration journey through the Gulf of Alaska. You can enjoy live commentary on board from the captain and naturalist crew members. You’ll discover that gray whales migrate over 10,000 miles round-trip between Baja and the Bering and Chukchi Seas annually in search of food. You’ll also learn that these whales begin their migration in late February and arrive in Alaska in the spring. Additionally, you may also spot Steller sea lions, sea otters, Dall’s porpoises, sea otters, harbour seals, humpback whales, orcas, bald eagles and marine birds during the cruise. You may also see mountain goats and black bears foraging along the coastline of Resurrection Bay.",[],"['Binoculars', 'Coffee and/or tea, water', 'Live commentary on board']",['Alcoholic drinks'],['Suitable for all fitness levels'],"['Please arrive at least 60 minutes before the activity starts.', 'Please arrive at least 60 minutes before the activity starts.']","Departure point4th Ave 1412, Seward, AL, 99664Please arrive at the tour provider’s office at Harbor 360 Hotel."
South Anchorage Turnagain Pass Spring Dog Sledding,"Mushing is Alaska's state sport, and a great way to get outside and experience Alaska. The dogs themselves are inspiring, from their love of running, their happy, upbeat personalities, to their incredible power. You can't help but love them. This is a truly Alaskan experience, and everyone should try it at least once!",[],['Knowledgeable guides providing an interactive dog sledding experience'],"[""We don't provide winter clothing, please dress warmly. Downhill ski gear is perfect""]",[],[],"Departure pointTurnagain Pass rest area, Seward Hwy Mile 68, Hope, 99605The tour is in the Turnagain Pass Rest Area (Mile 68), ON THE LEFT SIDE OF THE ROAD. Google Maps will pinpoint the exact location if you locate “Turnagain Pass Rest Area.”

Please arrive 5 min before your tour time and be fully dressed and prepared at the tour time."
Snowmobile Classic Tour in Kenai Fjords National Park,"We call it the ‘Snowmobile Classic’ for a reason… After a quick orientation at our headquarters in Seward, you’ll set off into Kenai Fjords National Park, one of the most protected land units in all of Seward! Marvel at the stunning landscape, beautiful viewpoints, and towering mountains as you glide smoothly through the snow. With a friendly, local guide to lead the way, share stories and point out the views, there’s nothing to do except take a deep breath, hang on, and soak it all in. The gentle whisking of snow… The playful sunlight that dances around the sky… The simple serenity of getting away from roads… Join us for a tour in the wintry backcountry and you’ll quickly see why this is our best-selling snowmobile tour!",[],"['Well maintained, late model machines', 'Winter outerwear – insulated jacket, snow bibs, gloves, and winter boots', 'Hot beverages (tea, coffee, cocoa, apple cider)', 'Professional Guide', 'Sanitized helmet']",['Gratuities for your guide'],[],[],"Departure pointKenai Backcountry Adventures, # A, Seward Hwy 11724, Seward, 9966411724 Seward Hwy, Suite A, Seward, AK 99664

Check-in 30 minutes prior to tour start"
