city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
6-Hour Guided City and Cruise Tour of Los Cabos with Lunch,"Welcome to the ultimate Los Cabos city tour! The day kicks off with a thrilling ride in a professional inflatable boat to the iconic Arch of Cabo San Lucas. Get up close and personal with this magnificent natural wonder and snap some stunning photos to remember the moment forever.Next up, we'll head to The Glass Factory to witness the process of blown glass art craft. Learn about the ancient techniques used by local artisans and see firsthand how their beautiful creations are made.We'll then make our way to San Jose del Cabo to visit a chocolate factory, where you'll discover the rich history of cacao and its relationship with ancient Mexico. After a leisurely walk through the downtown area, we'll visit the main square and church, and you'll have some free time for photos and souvenir shopping.Finally, we'll end the day with an authentic Mexican lunch with handmade tortillas and tequila tasting. Don't miss out on this incredible tour to discover the hidden gems of Los Cabos!",[],"['Lunch', 'Air-conditioned vehicle']","['Optional gratuities', 'A 2usd dock fee per person is required at check in']",[],"['Good value5.0Facilities5.0Quality of service5.0Ease of access5.0', 'Good value5.0Facilities5.0Quality of service5.0Ease of access5.0', 'Good value5.0', 'Good value5.0', 'Good value', 'Good value', '5.0', '5.0', '', 'Facilities5.0', 'Facilities5.0', 'Facilities', 'Facilities', '5.0', '5.0', '', 'Quality of service5.0', 'Quality of service5.0', 'Quality of service', 'Quality of service', '5.0', '5.0', '', 'Ease of access5.0', 'Ease of access5.0', 'Ease of access', 'Ease of access', '5.0', '5.0', '']",
Tequila and Mezcal Tasting,"During this fun-filled tasting experience, you’ll learn how tequila and mezcal is made in a relaxed environment. You’ll discover the history, passion and artistry behind these alcoholic drinks and also get a look at local wine and potent sotol.  You’ll sample six types of handmade tequilas, including flavoured varieties, and three kinds of mezcal. Each tasting will be paired with typical Mexican snacks ranging from dark chocolate, shrimp, meat and cheese to more unique bites like agave heart and grasshoppers.",[],['Tasting of six tequilas and three mezcals with snacks'],['Transportation'],"['Not recommended for pregnant visitors', 'Suitable for all fitness levels']","['English (UK)Spanish', 'English (UK)', 'English (UK)', 'Spanish', 'Spanish']","Departure pointTequilera Santos Destilados, Lázaro Cárdenas y, Centro, Cabo San Lucas, 23450The meeting place is next to the Giggling Marlin and Hooliganz bar in downtown Cabo San Lucas."
Mexican Cooking Class,"For this culinary experience, you’ll head to one of Los Cabos’ most exclusive restaurants to learn the secrets of authentic Mexican cooking. You’ll be in a small group, led by a master chef who will give you plenty of personalised attention.  Your class will begin with a walk through the garden to learn about local ingredients and the region’s indigenous produce. You’ll prepare four typical dishes to tuck into and follow an original recipe to create an amazing cocktail.",[],"['Brunch', 'Alcoholic drinks']",,[],['Please bring your ticket with you to the attraction.\rBe aware that operators may cancel for unforeseen reasons.\rYou need to be 18 years or older to book.Operated by Restaurant Bar Metate Cabo'],"Departure pointMetate Cabo, 1 S/N, El Tezal, 23454Meet at Metate Cabo restaurant at 17:00."
Pirate Sunset Dinner Cruise,"This unique, two-hour cruise will take you back to the days when pirates ruled the seas around Cabo. You’ll board a replica pirate ship and set sail to the iconic El Arco rock formation – a popular photo spot.  The crew will tell thrilling tales of pirate history, and as the sun sets, you’ll dine on delicious barbecued fare like ribs, pork leg, chicken, mashed potato, steamed veg, coleslaw, corn on the cob and freshly baked bread. You’ll find an open bar on board, serving beers and tasty cocktails, and while you dine, the pirate crew will put on a show for you, dancing, singing and climbing the rigging.",[],"['Activities and games for children', 'Guide services', 'Dinner', 'Open bar', 'Live music']","['Hotel pickup and drop-off', 'Tips']",['Suitable for all fitness levels'],"['English (UK)Spanish', 'English (UK)', 'English (UK)', 'Spanish', 'Spanish']","Departure pointCabo Legend Tours, Marina, El Medano Ejidal, Cabo San Lucas, 23450Meet your representative at Dock 0 in the Cabo San Lucas Marina, behind Hotel Hacienda Beach Club."
Catamaran Cruise with Mexican Dinner and Open Bar,"On this adventure at sea, you'll explore the natural highlights of Cabo by catamaran then eat an authentic Mexican dinner. After meeting your guide, you'll hop aboard a superpowered catamaran to discover the natural beauty of the coast. You'll journey to Lover's Beach, popular for its swimmable waters, rock formations and pristine beaches. You'll also view the famous El Arco de Cabo San Lucas, Pelican Rock and a sea lion colony. Throughout the catamaran cruise, you'll have access to an open international bar. While exploring the sites, you can sip wine, beer, spirits or cocktails. To round out the tour, you'll anchor in Cabo San Lucas Bay for an authentic Mexican dinner. You'll be served a selection of steak, chicken tinga and al pastor tacos, rajas, elotes, assorted salsas and Mexican candies for dessert.",[],"['Pickup and drop-off (selected hotels)', 'Authentic Mexican dinner', 'Open international bar', 'Catamaran cruise']","['Souvenir photos (available to purchase)', 'DVD (available to purchase)', 'Tips']",['Suitable for all fitness levels'],"['English (UK)Spanish', 'English (UK)', 'English (UK)', 'Spanish', 'Spanish']","Departure pointBlvd. Paseo de la Marina 7d, Marina, Centro, Cabo San Lucas, 23450Please note that a complimentary pickup and drop-off service is available from Cabo San Lucas. Please enter your pickup details at checkout.

If your hotel is not located in the listed pickup area, please make your way to the nearest pickup location. 

Please note that hotel pickup will commence 60 minutes before the scheduled tour time. Please contact the tour provider to confirm pickup details. 

Please be ready in the hotel lobby five minutes before your scheduled pickup time.

If you aren't using the pickup service, please make your way to the meeting point. The tour provider's check-in desk is located in Gali Plaza (Local 39) across from the entrance to the Hotel Sandos Finisterra.

Please arrive at the check-in desk at least 20 minutes before departure time."
Los Cabos Parasailing Adventure,"This exciting activity will allow you to appreciate Los Cabos from a new perspective. During your ten-minute parasailing flight, you’ll rise up to 600 feet above the sea and have an opportunity to see a bird’s eye view of the Arch, Lover's Beach and many other highlights of Los Cabos’ shoreline. You can also take videos and photos to keep a souvenir of your experience. After the flight, you can sit dry on the boat deck or skim the water while enjoying the ocean views.",[],"['Certified instructor', 'Use of parasailing equipment', 'Soft drinks and bottled water']","['Food and other drinks', 'Transportation', 'Tips']",[],['Please bring your ticket with you to the attraction.\rBe aware that operators may cancel for unforeseen reasons.\rYou need to be 18 years or older to book.Operated by Gray Line Los Cabos'],"Departure pointBlvd. Marina s/n Plaza de la Danza Local 6 Centro, Centro, Marina, Cabo San Lucas, 23450 Meet your guide at the Cabo Expeditions' office."
Beach Camel Ride Experience with Mega Burrito,"This safari will offer you the chance to explore Baja California by going on a camel ride. You will be able to feed and ride on the camels on the beach, along with crystalline waters of the Pacific Ocean. After the ride, you can taste mega burrito and authentic Mexican salsas. A complimentary tasting session of tequila on the visit to tequila museum will also be a part of the tour.",[],"['Bilingual guide', 'Round-trip transportation with pickup', 'Safety equipment', 'Mega burrito (pasta or chicken)', 'Tequila tasting']","['Gratuities', 'Park admission', 'Photography']","['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Suitable for all fitness levels']","['English (UK)Spanish', 'English (UK)', 'English (UK)', 'Spanish', 'Spanish']","Departure pointMigriño, Cabo San LucasPlease note that pickup and drop-off services are available. Please enter your pickup details at checkout.

If you are not using pickup service, please make your way to the listed address. 

Please contact the tour provider to confirm your pickup or meeting point details. You'll find their contact details on the ticket."
Tasting Cabo San Lucas Like a Local Food Tour,"On this walking mexican food eating adventure, you will eat and learn about mexican cuisine and food traditions on the the most famous restaurants and eateries favored by locals.Walking through the family oriented and safe streets you will experience the tasty Cabo San Lucas off the beaten path.Foodies know that Eating With a Local is the best way to find the authentic cuisine so don't lose precious time and eat only at the best of the best because Vacations are too short for bad meals",[],"['Vegetarian, Pescaterian, Gluten-Free and Dairy-free options', 'Professional tour guide with amazing gastronomic and cultural information', 'Bottled water', '5 Unique and Local family owned food stops', 'Gratuities']","['Private transportation', 'Available to purchase']",[],"['5 / 5Exceptional(13 reviews)See all reviews', '5 / 5Exceptional(13 reviews)See all reviews', '5 / 5Exceptional(13 reviews)', 'Good value5.0Facilities5.0Quality of service5.0Ease of access5.0', 'Good value5.0Facilities5.0Quality of service5.0Ease of access5.0', 'Good value5.0', 'Good value5.0', 'Good value', 'Good value', '5.0', '5.0', '', 'Facilities5.0', 'Facilities5.0', 'Facilities', 'Facilities', '5.0', '5.0', '', 'Quality of service5.0', 'Quality of service5.0', 'Quality of service', 'Quality of service', '5.0', '5.0', '', 'Ease of access5.0', 'Ease of access5.0', 'Ease of access', 'Ease of access', '5.0', '5.0', '']","Departure pointCaboland, Marina, Centro, Cabo San Lucas, 23450At the entrance of Caboland (Souvenir Store) there is a statue of a sealion, tour guide will be there waiting for you with a white shirt and Baja Taste Food Tours logo on it."
Half-day Tour of Todos Santos,"This guided half-day tour will take you to visit the colourful town of Todos Santos, one of the jewels of Southern Baja. While here, you'll be able to visit a historic mission, explore art galleries and museums, and gain insight into the town's rich history and traditions.  You can see the Hotel California, which some say inspired the famous Eagle's song, and taste some local wines. During the tour, you'll also be able to enjoy free time to walk the cobbled streets, soak in the views and shop for handicrafts and folk art.",[],"['Hotel pickup and drop-off', 'Guide services', 'Bottled water and soft drinks']","['Food and drinks (unless specified)', 'Tips']",['Suitable for all fitness levels'],"['English (UK)Spanish', 'English (UK)', 'English (UK)', 'Spanish', 'Spanish']","Pick-up pointLos CabosPickup is offered from the Cabo hotel zones. Please meet your guide in the lobby of your hotel. 
San Jose del Cabo: 08:00
Tourist Corridor: 08:30
Cabo San Lucas: 09:00

Please be ready for pickup 30–60 minutes before the scheduled departure time.

Please contact the tour provider if you would like to arrange a private tour."
Fiesta Dinner Cruise with Open Bar,"This cruise experience will give you a chance to spend an evening on a catamaran. You'll sail along the coastline and see iconic sights such as the famous Arch, Lovers Beach and a colony of sea lions. As you sip on a margarita or beer, you can listen to music or go dancing as well. Once you return to the bay, you'll get to have authentic food for dinner, including marinated beef, chicken tacos, salsa, quesadillas, rice, beans and guacamole.",[],"['Hotel pickup and drop-off', 'Access to open bar', 'Buffet dinner', 'Alcoholic drinks']","['Tips', 'Souvenir photos (available for purchase)']",['Suitable for all fitness levels'],"['SpanishEnglish (UK)', 'Spanish', 'Spanish', 'English (UK)', 'English (UK)']","Pick-up pointLos CabosPlease select your hotel at checkout.

Please contact the tour provider to confirm pickup time."
Tacos and Horseback Riding at Migriño beach,"Join this once in a lifetime horseback riding experience!It is like no other. The season is staring and we are talking about the Humpback Wales swimming right in front of you! If you are lucky you will be able to appreciate them while riding your horse surrounded by your loved ones and sharing that magnificent moment before they go back home.To close this special horseback ride, at your return you will have TACOS waiting for you.Choose from: Chicken, pastor and rajas poblanas. And of course a delicious meal need great salsas.We also havePico de gallo and Spicy salsa if you feel brave!Don't miss this incredible opportunity to save a fascinating moment in your memory.",[],"['Water', 'Tacos (Chicken, pastor and Rajas poblanas)', 'Round Trip Transportation', 'Vegetarian Tacos', 'Security Equipment', 'Bilingual Guide']","['Park entrance: $20 USD per person', 'Gratuity']",[],[],
Cabo San Lucas Boat Ride and Marina Tour,"On this tour, you’ll observe life in the ocean during a 45-minute glass-bottom boat ride. You’ll also have time to explore the restaurants, shops and attractions at the Marina Cabo San Lucas.  During the boat tour, you’ll see famous beaches and rock formations including Land’s End, Lover’s Beach and the Arch of Cabo San Lucas. You’ll also have the chance to spot wildlife including tropical fish and a sea lion colony. You’ll be treated to complimentary snacks and tequila samples as you navigate the Cabo San Lucas coastline.  You can choose when to take the shuttle back to your hotel after exploring the marina and its attractions.",[],"['Bottled water', 'Flexible shuttle return after exploring the marina', 'Transportation in an air-conditioned vehicle', '45-minute glass-bottom boat ride']","['Tips', 'Port Fee']","['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['English (UK)Spanish', 'English (UK)', 'English (UK)', 'Spanish', 'Spanish']",Pick-up pointSan Jose Del CaboPlease note that pickup is available from hotels in Los Cabos. Please enter your pickup details at checkout. Please note that hotel pickup will commence 60 minutes before the scheduled tour time.
Cabo San Lucas Catamaran Tour with Snorkelling,"On this guided catamaran adventure, you’ll sail along the coast of Cabo San Lucas to Santa Maria Bay, where you’ll swim and snorkel alongside tropical marine life. During the tour, you’ll see famous landmarks and distinctive rock formations such as the Arch of Cabo San Lucas. You’ll also be able to eat a complimentary buffet lunch and grab drinks from the open bar. Your driver will be waiting to take you back to your hotel when you return to the dock.",[],"['Open bar', 'Buffet lunch', 'Hotel pickup and drop-off']","['Parking fees', 'Tips', 'DVD (optional)']",['Requires a moderate level of physical fitness'],"['Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.']","Departure pointBlvd. Paseo de la Marina 7d, Blvd., Cabo San Lucas, 23450Please note that complimentary pickup and drop-off services are available from selected hotels in Cabo San Lucas. Please enter your pickup details at checkout. 

If your hotel is not located in the listed pickup area, please make your way to the designated meeting point."
Sunset Sightseeing Cruise,"This two-hour cruise will allow you to explore the city’s charming highlights at sunset. On board a luxury sailing yacht, you’ll cruise along the coast of Cabo San Lucas and have a chance to admire Land's End – impressive rock formations at the southern tip of the city. You’ll also have a chance to see a colony of sea lions, the secluded Lover's Beach and the Pacific coast of Baja. To make your cruise even more enjoyable, this tour comes with snacks and unlimited beer, wine and soft drinks.",[],"['National park fees', 'Snacks', 'Unlimited beer and wine', 'Soft drinks', 'Bottled water']","['Tips', 'Hotel pickup and drop-off']","['Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.']","Departure pointF Dock, IGY Marina, Cabo San LucasArrive at the IGY Marina downtown, located around 50 metres from Lorenzillo's restaurant."
Cabo San Lucas Beach and Desert ATV Tour,You'll be taken aback by the stark contrast between the arid desert and the beautiful white sand beach and the ocean beyond. Enjoy an ATV adventure in Cabo San Lucas and heading to Margaritas Beach. Pass through canyons and mountains and make this an unforgettable experience.,[],"['Helmets, goggles, and disposable face masks.', 'Hotel pickup and drop-off', 'Bottled water', 'Driver/guide']","['Entrance fees $20 USD per person', 'Lunch', 'Gratuities', 'Collision Insurance $30.00USD per vehicle']",[],"['What guests loved mostSee all reviewsCCamryn_SAmazing experience! Would definitely do it again. The guides were great and patient. The views are the best\xa0Posted 07 February 2024 on ViatorDDanica_BWe had a super fun time, with gorgeous views, and a great trail. You get very dusty, so dress appropriately and women, wear your sports bras!!!\xa0Posted 26 January 2024 on ViatorTTrevan_BThe tequila tasting…and we made a friend with a little cat. The beach view was amazing. The guide was great as well. 10/10\xa0Posted 12 January 2024 on ViatorLLaShirelle_CI was scared of flipping over, but the views were great and a good time was had! I didn’t flip over and I was glad I chose a solo ride. \xa0Posted 06 August 2023 on ViatorSShelby_WThe guides are very patient and knowledgeable. The experience was fantastic with the different sights from the desert to the beach!\xa0Posted 27 June 2023 on Viator', 'What guests loved mostSee all reviews', 'CCamryn_SAmazing experience! Would definitely do it again. The guides were great and patient. The views are the best\xa0Posted 07 February 2024 on ViatorDDanica_BWe had a super fun time, with gorgeous views, and a great trail. You get very dusty, so dress appropriately and women, wear your sports bras!!!\xa0Posted 26 January 2024 on ViatorTTrevan_BThe tequila tasting…and we made a friend with a little cat. The beach view was amazing. The guide was great as well. 10/10\xa0Posted 12 January 2024 on ViatorLLaShirelle_CI was scared of flipping over, but the views were great and a good time was had! I didn’t flip over and I was glad I chose a solo ride. \xa0Posted 06 August 2023 on ViatorSShelby_WThe guides are very patient and knowledgeable. The experience was fantastic with the different sights from the desert to the beach!\xa0Posted 27 June 2023 on Viator', 'CCamryn_SAmazing experience! Would definitely do it again. The guides were great and patient. The views are the best\xa0Posted 07 February 2024 on Viator', 'CCamryn_SAmazing experience! Would definitely do it again. The guides were great and patient. The views are the best\xa0Posted 07 February 2024 on Viator', 'C', 'C', 'C', 'Camryn_S', 'Camryn_S', 'Posted 07 February 2024 on Viator', 'DDanica_BWe had a super fun time, with gorgeous views, and a great trail. You get very dusty, so dress appropriately and women, wear your sports bras!!!\xa0Posted 26 January 2024 on Viator', 'DDanica_BWe had a super fun time, with gorgeous views, and a great trail. You get very dusty, so dress appropriately and women, wear your sports bras!!!\xa0Posted 26 January 2024 on Viator', 'D', 'D', 'D', 'Danica_B', 'Danica_B', 'Posted 26 January 2024 on Viator', 'TTrevan_BThe tequila tasting…and we made a friend with a little cat. The beach view was amazing. The guide was great as well. 10/10\xa0Posted 12 January 2024 on Viator', 'TTrevan_BThe tequila tasting…and we made a friend with a little cat. The beach view was amazing. The guide was great as well. 10/10\xa0Posted 12 January 2024 on Viator', 'T', 'T', 'T', 'Trevan_B', 'Trevan_B', 'Posted 12 January 2024 on Viator', 'LLaShirelle_CI was scared of flipping over, but the views were great and a good time was had! I didn’t flip over and I was glad I chose a solo ride. \xa0Posted 06 August 2023 on Viator', 'LLaShirelle_CI was scared of flipping over, but the views were great and a good time was had! I didn’t flip over and I was glad I chose a solo ride. \xa0Posted 06 August 2023 on Viator', 'L', 'L', 'L', 'LaShirelle_C', 'LaShirelle_C', 'Posted 06 August 2023 on Viator', 'SShelby_WThe guides are very patient and knowledgeable. The experience was fantastic with the different sights from the desert to the beach!\xa0Posted 27 June 2023 on Viator', 'SShelby_WThe guides are very patient and knowledgeable. The experience was fantastic with the different sights from the desert to the beach!\xa0Posted 27 June 2023 on Viator', 'S', 'S', 'S', 'Shelby_W', 'Shelby_W', 'Posted 27 June 2023 on Viator', '']",
Los Cabos Sunset Booze Cruise,"Enjoy a fun Sunset Booze Cruise in Los Cabos as you sail the ocean Party dancing, drinking and socializing. You'll see the beautiful Cabo San Lucas landmarks and be able to take great pictures as the sun sets in the horizon.",[],"['Unlimited beer, and soft drinks', 'Bottled water', 'Snacks', 'Music']","['Gratuities', 'Hotel pickup and drop-off']",[],[],"Departure pointFinisterra 1, Finisterra 1, Marina, Centro, Cabo San Lucas, 23450"
Pirate Ship Cruise with Dinner and a Show,"On this sunset cruise, you'll get the chance to board a pirate ship for a fun evening at sea. As you sail through the sparkling waters of the Sea of Cortez and around the famous Arch, your captain will share interesting facts and stories about Cabo's pirate history.  After a delicious dinner, you can see a live pirate show with rope climbing and lots of action. You'll also be able to interact with the crew, who will show you how to chant, dance and shout like a pirate.",[],"['Guide services', 'Pirate show', 'Open bar (beer, wine, water, juice)', 'Dinner (pork, chicken or vegetarian option)']","['Hotel pickup and drop-off', 'Tips']",['Suitable for all fitness levels'],"['English (UK)Spanish', 'English (UK)', 'English (UK)', 'Spanish', 'Spanish']","Departure pointLa Terminal de Cabo, El Medano Ejidal, Cabo San Lucas, 23479The cruise departs from La Terminal de Cabo, located behind the Breathless Resort."
Cabo White Sand Horseback Riding Tour and Tequila Tasting,All experience levels are welcome! Want to go fast? Our guides will do that! Rather slow down? We can do that too.Check out our reviews and then book a bucket list level experience with us!,[],"['Transportation by Real Baja Tours van', 'Well trained horse', 'Safety equipment', 'Free Tequila Tasting', 'Purified water']","['Park entry fee ($25usd pp)', 'If you have a great tour, please consider tipping your guide.', 'Private tours available at checkin.', 'Photo packages available']",[],"['4.6 / 5Fabulous(82 reviews)See all reviews', '4.6 / 5Fabulous(82 reviews)See all reviews', '4.6 / 5Fabulous(82 reviews)', 'Good value5.0Facilities5.0Quality of service5.0Ease of access5.0', 'Good value5.0Facilities5.0Quality of service5.0Ease of access5.0', 'Good value5.0', 'Good value5.0', 'Good value', 'Good value', '5.0', '5.0', '', 'Facilities5.0', 'Facilities5.0', 'Facilities', 'Facilities', '5.0', '5.0', '', 'Quality of service5.0', 'Quality of service5.0', 'Quality of service', 'Quality of service', '5.0', '5.0', '', 'Ease of access5.0', 'Ease of access5.0', 'Ease of access', 'Ease of access', '5.0', '5.0', '']",
Jet Skiing Experience,"With this experience, you will get the chance to learn and enjoy jet skiing, solo or with your partner. You will be provided with the required equipment and motorized watercraft, after which you can begin the ride. As you race on the waves of the Sea of Cortez, you will get the opportunity to experience adrenaline rush.",[],"['Bottled water', 'Use of wave runner', 'Life vest']","['Private transportation', 'Snacks']","['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['English (UK)', 'English (UK)', 'English (UK)']","Departure pointCabolectric, Av. del Pescador 1, El Medano Ejidal, Cabo San Lucas, 23479You will be checked-in by one of an agents at the booth, situated at Cachet Beach Club, in the heart of Cabo San Lucas, after which you will be ushered towards the beach, where the wave runners are located."
Los Cabos Whale Watching Tour,"This small-group tour will give you the chance to embark on a boat cruise and travel along the coast of San José del Cabo and sail in the Gulf of California or the Pacific Ocean. You’ll be able to discover some of the famous attractions, including the Arch of Cabo San Lucas. During the cruise, you’ll have the opportunity to discover humpback whales in their natural habitat, as well as other marine creatures like dolphins, blue whales, killer whales and sea lions. You’ll also have the chance to use a hydrophone and listen to the songs of whales. Accompanied by an experienced marine biologist guide, you’ll be able to gain insights into wildlife and learn captivating facts about the surrounding nature.","['Chance to discover humpback whales, dolphins and sea lions', 'Insights into the wildlife from a trained marine biologist guide', 'Opportunity to use a hydrophone and hear whales singing']","['Photos', 'Hydrophone use', 'Guide services', 'Water']","['Tips (optional)', 'Hotel pickup and drop-off']",['This activity is not suitable for pregnant people.'],"['English (US)Spanish', 'English (US)', 'English (US)', 'Spanish', 'Spanish']","Departure pointDock zero, Cabo San Lucas, B.C.S., Los CabosThe boat is at dock zero, located in front of Breathless Hotel, beside La Terminal de Cabo."
Pirate Ship Cruise with Snorkelling and Lunch,"This experience will give you the chance to board a pirate ship for a scenic cruise around Los Cabos. You'll set out in search of hidden treasure and catch sight of natural rock formations and wildlife along the way.  Once at sea, you'll be able to snorkel from the boat and see colourful fish and marine life. Afterwards, you can tuck into a delicious lunch and enjoy live entertainment and an open bar on board the boat.",[],"['Guide services', 'Lunch', 'Live entertainment on board', 'Open bar (beer, wine, water, juice)', 'Snorkelling equipment']","['Hotel pickup and drop-off', 'Tips']",['Suitable for all fitness levels'],"['Please arrive at least 30 minutes before the activity starts.', 'Please arrive at least 30 minutes before the activity starts.']","Departure pointLa Terminal de Cabo, El Medano Ejidal, Cabo San Lucas, 23450The cruise departs from La Terminal de Cabo, located right behind the Breathless Resort."
Whale Watching Cruise,"During this experience you’ll take a 2.5–hour whale watching cruise from Cabo San Lucas. Aboard a double-decker luxury catamaran you’ll be able to view humpback or grey whales while enjoying coffee, sweet bread and the open bar. Along the way you’ll also be able to see some local attractions, including Land’s End, Cabo Arch and the World Lover’s Beach.",[],"['Unlimited drinks', 'Coffee and sweet bread', 'National Park fees']","['Gratuities', 'Souvenir photos (available to purchase)', 'Hotel pickup and drop-off', 'Lunch']",['Suitable for all fitness levels'],"['Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.', 'Please arrive at least 30 minutes before the activity starts.', 'Please arrive at least 30 minutes before the activity starts.']","Departure pointMarina, Cabo San Lucas, 23450Arrive at dock 4, located in front Plaza Gali and Señor Frog's.

When you arrive, please ask at the security gate for the Oceanus 1 vessel."
Desert Safari and Camel Ride with Food Sampling,"On this guided tour of Cabo San Lucas, you’ll ride a camel along the beach and embark on a desert safari ride. You’ll also sample dishes from several Mexican regions and take a tequila class at a tequila museum. You’ll be able to take in views of the region’s natural landscapes and spot wildlife during a guided hike at an ecological reserve.",[],"['Tequila class and tasting', 'Hotel pickup and drop-off', 'Desert safari ride', 'Helmet', 'Transportation in an air-conditioned vehicle', 'Bilingual guide and camel handler', 'Food and drinks', 'Hiking tour']","['Tips (optional)', 'Admission to the ecological reserve', 'Photography charges (optional)']","['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels']","['This activity is not suitable for pregnant people.', 'This activity is not suitable for pregnant people.']","Departure pointCactus Tours, México 19, km 100, Migriño, Cabo San Lucas, 23597Please note that complimentary pickup and drop-off services are available from accommodations in Cabo San Lucas. Please enter your pickup details at check-out. 

If you aren't using the hotel pickup service, please meet your guide at the listed address. 

Please contact the tour provider to confirm your pickup or meeting point details."
Whale-watching Adventure with Breakfast & Open Bar,"On this whale-watching tour, you will cruise around the Sea of Cortez in a pirate ship.  Aboard the cruise, you will be accompanied by a biologist who will assist you in identifying gray and humpback whales. Along the way, you will also sail by several Cabo landmarks and learn about the city’s history.  While onboard, you’ll be treated to a Mexican-style breakfast, which includes chilaquiles, scrambled eggs, bacon and fresh fruit. You can also enjoy access to an open bar, where you can sip on cold beers, margaritas, mimosas and more. Juice and soda will be available for the kids as well.",[],"['Guide services', 'Breakfast', 'Open bar']","['Hotel pickup and drop-off', 'Tips']",['Suitable for all fitness levels'],"['English (UK)Spanish', 'English (UK)', 'English (UK)', 'Spanish', 'Spanish']","Departure pointLa Terminal de Cabo, El Medano Ejidal, Cabo San Lucas, 23450The tour departs from La Terminal de Cabo, located next to Breathless Cabo San Lucas Resort and Spa."
Glass Bottom Boat To the Famous Arch Of Cabo,"We have several boats and we can move up to 80 people at the same time or more. If required. We have the largest boat, glass bottom with a capacity of 26 passengers Ideal for large families who don't want to be separated. Departures every 30 minutes starting from 9:00 and the last departure at 4:30 pm Until before 4:00 people can go down to the beach and tour, from 4:00 it's just a walk to the arch because they no longer allow descents.",[],"['Life Vest', 'Bilingual Guide']","['Air-conditioned vehicle', 'Lunch', 'Gratuities']",[],[],"Departure pointMr. Pingüi tours, int.a4, Blvd. Paseo de la Marina 7, Marina, Cabo San Lucas, 23450In the marina area where the famous surf boards are keep walking towards de main dock"
Pelican Rock Snorkelling Tour with Souvenir Photos,"This tour will give you the opportunity to snorkel in the waters of Cabo San Lucas, regarded as the largest aquarium in the world.  While cruising in a glass-bottom boat, you can admire views of landmarks such as the Arch, rock formations, colonies of sea lions, and more. After reaching your snorkelling destination – the Pelican Rock, you can discover the underwater world of the Sea of Cortés with the help of your guide, who will also point out starfish, sea urchins, stingrays, sea horses, and other marine creatures.  After snorkelling, you can enjoy some free time at the beach (if sea conditions allow), relax, and savour a fresh deli-style baguette with chips, juice, and an energy bar. The tour will be rounded off with a visit to the city market for shopping.",[],"['Guide services', 'Baguette', 'Chips', 'Juice and energy bar', 'Non-alcoholic drinks', 'Souvenir snorkel tube', 'CD with underwater photos', 'Hotel/port pickup and drop-off']","['Port fee', 'Tips']","['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Requires a moderate level of physical fitness']","['Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.']","Pick-up pointSan Jose del CaboPlease note that pickup and drop-off services are available from hotels in San José del Cabo. Please enter your pickup details at checkout. Please note that hotel pickups will commence one hour before the scheduled tour time. The guide will pick you up at the main lobby of your hotel.

Please contact the tour provider to arrange your pickup details. You'll find their contact details on the voucher you receive after booking."
Luxury Sunset Sailing Experience,"On this cruise, you'll sail along the coast of Cabo on a luxury yacht and take in views of the sunset. You can sit back and relax as you sip on a drink from the open bar and try light snacks. You'll get to see sights such as Lovers Beach and the rock formations of Los Cabos Arch as you sail on the clear waters. You might even get to spot sea lions.",[],"['Unlimited drinks', 'Light appetisers']","['Tips', 'Souvenir photos (available for purchase)', 'Pickup (available at an additional charge)']",['Please arrive at least 30 minutes before the activity starts.'],"['English (UK)Spanish', 'English (UK)', 'English (UK)', 'Spanish', 'Spanish']","Pick-up pointLos CabosPlease look for the white Cabo Adventures van in front of your hotel.

Please note that you will receive pickup details within 24 hours of booking.

Please note that pickup service is chargeable at USD 5 per adult participant and USD 2.5 per child. This will have to be paid during check-in."
